employee_id,age,gender,education,department,job_level,years_at_company,years_in_current_role,monthly_salary,overtime_hours_monthly,num_projects_completed,performance_rating,training_hours_yearly,work_life_balance_score,distance_from_home_km,num_companies_worked,job_satisfaction,relationship_with_manager,stock_option_level,attrition
10188,46.0,Male,Bachelor,Engineering,2,1.5,1.5,8049.45,5,6,4,40.8,5,23.7,3,3,4,1,0
10189,30.0,Male,Master,HR,2,7.9,3.5,3533.74,6,4,4,35.4,2,14.0,5,4,3,2,0
10190,32.0,Male,Master,Marketing,4,4.5,4.5,6574.53,8,3,3,31.1,3,8.6,2,3,5,0,0
10191,61.0,Male,PhD,Operations,1,8.6,7.6,5944.57,8,5,1,56.6,3,7.8,5,4,5,3,0
10192,59.0,Male,Bachelor,Finance,1,7.6,6.5,5985.5,5,7,3,19.2,3,0.1,3,1,4,2,0
10193,46.0,Male,Bachelor,Engineering,5,11.3,2.1,3940.47,5,1,3,20.5,2,13.2,4,5,5,1,0
10194,43.0,Male,Master,HR,3,4.9,3.2,7724.15,11,8,3,20.6,3,7.2,3,5,4,0,0
10195,29.0,Male,PhD,HR,1,0.1,0.1,3811.77,8,9,3,35.2,3,8.2,1,4,4,0,0
10196,22.0,Female,Bachelor,Finance,2,7.6,0.6,5994.22,7,3,5,33.4,3,9.6,1,3,4,0,0
10197,44.0,Male,PhD,HR,2,1.8,1.8,8363.79,6,4,3,18.7,5,17.3,1,4,4,2,0
10198,50.0,Male,PhD,Operations,4,1.3,0.4,3554.85,7,6,4,34.6,5,15.1,2,2,5,0,0
10199,26.0,Male,Bachelor,Marketing,1,0.8,0.0,3850.66,7,8,1,37.2,3,4.7,4,3,5,3,0
10200,51.0,Female,Master,IT,2,3.9,0.5,2402.92,11,8,5,21.9,3,8.8,1,4,3,2,0
10201,46.0,Male,High School,Marketing,3,0.1,0.1,4343.99,14,7,3,39.3,4,0.3,4,3,3,1,0
10202,36.0,Male,Bachelor,IT,1,0.8,0.8,7271.83,9,7,3,49.8,5,0.9,3,4,1,1,0
10203,60.0,Male,Bachelor,Operations,1,6.4,1.8,5055.78,5,10,2,58.7,2,3.4,2,3,3,3,0
10204,45.0,Female,Master,Legal,1,0.6,0.6,2877.62,14,8,3,30.7,4,7.4,2,3,2,1,0
10205,40.0,Female,High School,Legal,1,5.8,0.1,3353.22,5,5,2,21.4,4,41.2,2,2,4,1,0
10206,37.0,Male,PhD,IT,1,10.1,2.4,8732.99,10,10,1,52.2,5,22.0,2,3,5,3,0
10207,55.0,Female,Master,HR,1,0.7,0.7,5098.11,7,6,3,36.1,1,3.1,5,3,3,2,0
10208,32.0,Female,High School,Marketing,2,2.3,1.5,3173.65,7,10,3,43.2,3,3.9,2,3,4,0,0
10209,56.0,Female,Bachelor,IT,3,5.6,0.5,2333.91,4,1,3,39.4,3,9.3,2,3,3,2,0
10210,53.0,Male,High School,Engineering,1,0.2,0.2,6484.55,8,3,3,71.7,3,4.7,1,3,5,3,0
10211,42.0,Male,High School,Finance,1,2.3,1.8,3662.01,10,4,4,35.2,3,1.3,2,4,3,0,0
10212,30.0,Female,High School,Sales,2,1.6,1.6,7075.56,8,7,3,26.9,4,0.8,2,5,4,0,0
10213,56.0,Male,Bachelor,Operations,4,3.0,1.6,7413.93,11,9,5,14.9,3,25.5,6,3,3,3,1
10214,30.0,Male,Master,Sales,1,0.0,0.0,3277.2,4,14,4,37.4,5,6.1,4,4,3,0,0
10215,54.0,Male,Master,Finance,1,4.8,0.5,5572.48,9,5,2,51.5,3,27.6,1,5,3,0,0
10216,53.0,Female,Master,IT,1,1.6,0.4,3373.24,5,5,2,41.8,3,14.9,2,5,4,0,0
10217,46.0,Female,High School,Engineering,3,15.4,6.6,10387.595000000001,11,5,5,22.3,3,0.1,1,2,5,1,0
10218,59.0,Male,Master,Legal,2,6.0,3.8,5385.18,11,8,3,4.9,3,1.3,0,3,3,3,0
10219,23.0,Male,High School,IT,5,7.8,0.5,4396.27,5,6,4,45.3,4,18.3,5,3,3,0,0
10220,42.0,Female,Master,Finance,2,4.7,4.7,4055.36,11,3,2,45.3,2,10.1,3,3,4,1,0
10221,37.0,Male,Master,Operations,4,3.8,2.7,5076.45,9,2,4,61.7,3,24.2,1,4,4,2,0
10222,24.0,Male,Bachelor,IT,4,2.2,0.1,2129.93,3,5,4,32.3,3,22.8,2,1,4,1,0
10223,35.0,Female,Bachelor,Marketing,3,2.3,2.3,7480.68,6,4,4,26.6,1,37.3,5,2,4,2,0
10224,44.0,Male,Bachelor,Legal,1,4.1,3.8,2567.93,14,4,5,39.5,4,0.5,2,4,5,0,0
10225,49.0,Male,Master,HR,3,8.2,1.3,6655.0,5,5,3,40.9,3,4.2,2,3,2,0,0
10226,61.0,Female,PhD,HR,1,2.4,1.2,8858.59,6,5,5,16.2,1,1.0,3,5,1,2,0
10227,25.0,Female,Master,Operations,3,1.8,0.8,2546.59,14,12,2,35.7,3,44.45,0,4,5,0,0
10228,47.0,Female,PhD,IT,1,2.1,2.1,3680.1,7,2,4,23.7,4,44.45,1,4,3,0,0
10229,61.0,Male,Bachelor,IT,3,4.3,0.0,4090.34,9,9,3,39.2,3,6.4,5,3,3,1,0
10230,51.0,Female,Master,Legal,1,0.2,0.2,5398.68,7,5,3,53.9,4,0.8,3,1,3,2,1
10231,24.0,Male,Bachelor,Legal,1,3.2,0.4,7831.72,7,6,3,50.4,2,22.9,1,2,3,3,0
10232,48.0,Male,High School,Engineering,4,14.7,4.2,5471.67,7,10,4,16.9,2,3.4,2,4,3,1,1
10233,33.0,Female,Bachelor,HR,3,20.2,1.1,3839.28,11,10,4,17.9,5,1.4,2,1,3,1,0
10234,48.0,Female,Master,Legal,2,1.5,1.5,5151.83,3,5,3,55.4,1,1.1,0,4,3,0,0
10235,28.0,Female,Bachelor,Engineering,2,9.7,0.2,1679.6,4,8,4,25.6,4,8.6,7,4,3,0,0
10236,37.0,Female,Master,Engineering,1,0.3,0.3,2233.29,5,9,3,49.3,5,22.2,3,5,4,0,1
10237,31.0,Male,Bachelor,HR,1,3.2,2.4,6209.12,9,8,3,49.8,1,19.7,1,3,4,2,0
10238,32.0,Male,Bachelor,Engineering,1,3.4,0.1,5596.62,6,2,4,40.7,3,24.2,2,4,4,0,0
10239,29.0,Male,Bachelor,HR,4,5.5,1.6,4190.54,3,6,2,51.1,4,3.2,3,2,4,3,1
10240,28.0,Female,Bachelor,Legal,1,3.4,3.4,4481.7,7,11,3,62.5,4,12.4,2,2,4,1,0
10241,56.0,Male,Master,Sales,3,0.9,0.9,7975.87,9,6,4,34.4,4,3.8,2,3,3,1,0
10242,58.0,Female,Bachelor,Sales,1,5.0,0.5,8364.48,8,7,4,80.3,3,8.8,3,5,4,2,0
10243,42.0,Male,Bachelor,Sales,2,2.0,2.0,5943.95,8,10,3,31.2,4,6.3,3,1,3,0,0
10244,60.0,Male,Master,Marketing,4,9.2,2.7,5128.79,8,7,3,38.4,4,9.9,1,4,3,0,0
10245,30.0,Male,PhD,Engineering,5,4.4,1.6,3650.2,4,11,3,37.3,2,21.8,0,1,3,0,0
10246,27.0,Female,Bachelor,Sales,2,3.8,3.8,3171.84,10,4,3,18.2,4,3.9,4,5,5,1,1
10247,32.0,Male,Bachelor,Legal,3,3.6,0.4,3672.38,8,7,5,27.6,5,1.5,2,4,4,0,0
10248,55.0,Male,PhD,Finance,3,0.5,0.3,3269.89,12,9,4,40.6,2,5.1,3,3,4,0,0
10249,32.0,Male,Bachelor,Operations,3,0.9,0.9,2687.19,7,3,3,44.4,5,1.8,2,5,4,2,0
10250,60.0,Female,Bachelor,Engineering,1,2.9,2.9,7180.01,14,6,5,56.4,4,4.7,3,3,3,1,0
10251,35.0,Female,Master,Sales,2,1.3,1.3,4527.16,7,5,2,51.6,4,19.6,2,4,3,3,0
10252,43.0,Female,Master,Sales,2,2.5,2.5,3079.82,7,3,5,61.7,3,18.4,3,2,4,3,0
10253,44.0,Male,PhD,IT,5,1.3,1.3,3524.86,11,6,3,52.6,3,7.8,3,4,4,0,0
10254,36.0,Female,High School,IT,5,0.3,0.2,3938.05,10,6,4,84.1,4,44.45,3,4,4,2,1
10255,60.0,Female,Bachelor,Engineering,1,3.1,0.4,2572.34,6,7,4,39.6,2,4.2,4,3,3,0,0
10256,27.0,Female,Master,Engineering,4,6.7,0.1,2675.1,9,4,3,43.7,4,19.3,5,3,4,2,0
10257,36.0,Male,High School,Operations,1,2.2,0.1,3547.57,7,8,4,27.9,4,12.7,2,1,5,3,0
10258,43.0,Male,Bachelor,HR,1,0.1,0.1,7352.28,4,7,2,89.3,3,11.8,1,2,4,2,0
10259,47.0,Female,Bachelor,Marketing,1,0.3,0.2,4439.7,8,4,4,5.0,1,10.0,1,3,3,2,0
10260,56.0,Female,Bachelor,Operations,5,2.3,0.0,5540.29,10,8,3,24.1,3,4.4,4,4,3,0,0
10261,39.0,Male,Bachelor,Finance,2,10.1,5.7,6200.31,5,5,2,33.5,5,7.4,4,4,1,1,0
10262,45.0,Female,Bachelor,Sales,3,3.8,3.7,6109.06,4,4,4,54.1,5,13.2,2,4,3,0,1
10263,38.0,Female,Bachelor,HR,1,2.5,0.7,9731.75,3,3,4,28.4,5,14.7,3,1,5,1,0
10264,53.0,Female,Bachelor,Finance,3,21.1,5.3,6994.25,10,5,3,52.3,1,12.3,3,4,4,3,0
10265,47.0,Female,PhD,Legal,1,2.6,1.8,3071.3,10,4,2,38.8,3,9.7,2,3,5,1,0
10266,41.0,Male,Bachelor,Engineering,4,1.4,0.6,9119.72,11,6,3,61.7,4,15.2,4,3,3,2,1
10267,24.0,Male,Bachelor,Operations,1,0.3,0.2,4728.71,11,6,3,50.5,2,25.9,5,1,2,1,0
10268,40.0,Male,Master,IT,1,2.2,1.4,6412.58,9,5,3,38.2,4,3.9,2,3,3,1,0
10269,25.0,Female,Master,Engineering,1,3.1,1.5,4884.17,6,9,3,55.7,3,9.9,2,3,3,3,0
10270,58.0,Male,Master,Sales,3,1.8,1.8,4386.81,10,8,2,15.5,4,2.0,1,4,3,3,0
10271,52.0,Female,Bachelor,Finance,1,8.0,2.9,3157.92,9,1,3,48.3,1,2.3,2,2,3,1,0
10272,35.0,Female,Bachelor,HR,1,6.8,0.6,4813.37,7,4,2,47.0,1,8.5,3,1,4,3,0
10273,53.0,Male,Bachelor,IT,5,0.4,0.4,6104.29,15,5,2,25.7,3,15.6,5,3,4,1,0
10274,45.0,Male,Master,Legal,2,0.2,0.2,8766.75,9,4,3,42.5,4,17.7,2,2,3,1,0
10275,38.0,Non-binary,Bachelor,Sales,2,4.6,0.3,4563.53,3,9,2,54.7,4,16.7,4,4,2,1,0
10276,55.0,Non-binary,Bachelor,Marketing,2,2.1,0.7,2473.18,2,3,3,12.4,3,9.7,2,4,3,2,0
10277,50.0,Male,Bachelor,Engineering,4,17.3,7.5,4509.5,7,1,4,49.3,4,44.45,5,3,4,0,0
10278,61.0,Female,Master,IT,1,23.4,0.5,3715.75,6,5,3,59.0,4,4.9,4,4,4,0,0
10279,38.0,Female,Master,Operations,4,1.6,1.6,4949.48,4,5,4,54.7,4,42.3,3,4,3,0,0
10280,37.0,Male,High School,Sales,4,0.3,0.3,3615.98,7,5,3,25.5,3,8.9,5,5,4,0,0
10281,29.0,Female,Master,Sales,3,3.1,3.1,4173.15,7,6,2,55.1,3,32.2,2,4,1,0,1
10282,28.0,Male,Master,HR,3,8.8,0.4,3460.75,4,5,3,31.3,3,5.1,3,3,1,1,0
10283,52.0,Male,Master,Sales,2,3.7,0.0,6549.13,13,2,5,23.8,2,10.7,4,4,3,0,1
10284,53.0,Male,Bachelor,HR,4,6.1,4.2,2674.53,8,5,3,32.6,3,20.6,3,4,3,2,0
10285,49.0,Female,Bachelor,HR,4,2.2,0.1,5025.09,5,10,4,21.1,1,1.7,1,2,2,0,0
10286,49.0,Male,Master,Legal,3,0.6,0.2,4322.75,9,8,3,45.7,3,14.4,4,5,4,2,0
10287,23.0,Female,Master,Finance,1,2.0,0.4,4747.93,3,10,3,71.3,3,2.0,4,3,2,3,0
10288,56.0,Female,PhD,Sales,1,1.5,1.5,2909.09,10,8,3,38.1,2,6.6,4,5,3,2,0
10289,23.0,Male,Master,IT,1,3.4,0.3,2567.73,4,9,4,30.0,1,7.9,3,1,4,1,1
10290,38.0,Female,High School,IT,2,6.2,0.6,9262.79,7,3,4,20.4,2,16.2,4,4,4,1,0
10291,28.0,Female,Bachelor,Marketing,3,9.1,1.3,6283.7,8,6,4,65.6,3,1.3,1,3,1,1,0
10292,45.0,Male,Master,Sales,5,1.7,0.7,9236.35,8,9,1,30.2,1,20.4,5,4,4,0,0
10293,37.0,Male,Bachelor,Operations,1,4.8,0.0,7371.46,9,10,3,35.1,3,8.8,1,3,2,2,0
10294,30.0,Female,High School,Legal,3,1.4,0.4,6626.3,13,3,2,25.9,3,1.5,1,5,2,3,0
10295,59.0,Male,Bachelor,IT,2,10.3,0.1,4876.46,14,1,4,47.1,3,13.0,3,3,3,0,0
10296,43.0,Male,PhD,Operations,2,1.1,1.1,2702.74,12,6,1,56.1,1,6.1,2,3,3,0,0
10297,48.0,Male,Master,Finance,3,2.5,0.8,5147.16,8,4,2,42.8,5,5.3,0,4,4,1,0
10298,40.0,Female,High School,Operations,2,0.9,0.9,5396.32,5,5,4,26.8,2,8.0,3,1,4,0,1
10299,51.0,Female,Bachelor,Finance,3,4.0,1.1,3872.75,12,7,3,46.1,3,37.4,5,4,4,1,0
10300,43.0,Male,Bachelor,IT,1,7.6,0.3,2934.67,6,5,3,47.7,4,21.5,4,3,3,1,0
10301,39.0,Female,Master,IT,5,2.3,0.1,3630.37,8,5,3,30.6,5,4.1,3,4,2,0,1
10302,45.0,Male,Bachelor,Legal,2,1.6,0.5,2888.72,13,7,2,36.4,4,1.9,3,4,4,1,0
10303,28.0,Non-binary,Master,IT,2,0.7,0.7,4290.62,13,5,1,30.3,5,7.8,3,3,4,1,0
10304,48.0,Male,Bachelor,Legal,1,2.1,2.1,5846.41,8,3,4,3.7,3,36.4,1,3,3,0,0
10305,40.0,Male,PhD,Operations,2,11.3,0.8,4151.11,9,7,3,30.8,3,30.1,1,3,5,0,0
10306,35.0,Male,Bachelor,IT,2,0.7,0.7,3389.67,8,6,2,56.3,5,0.2,3,1,2,1,1
10307,54.0,Female,Master,IT,3,0.1,0.1,4427.34,6,3,2,30.4,2,44.45,0,2,3,0,1
10308,23.0,Male,Bachelor,Finance,1,17.7,2.7,2658.67,5,2,3,62.4,4,22.6,1,3,3,2,0
10309,25.0,Male,Master,Legal,4,3.1,3.1,3373.49,6,3,1,6.8,3,3.7,2,4,3,1,0
10310,48.0,Male,Master,Engineering,1,3.6,0.5,8315.21,7,4,4,50.0,3,10.7,7,5,2,0,0
10311,27.0,Male,High School,Marketing,2,5.9,2.1,8329.48,13,7,3,40.8,4,36.0,3,4,3,1,0
10312,55.0,Male,Bachelor,HR,1,0.3,0.3,3759.04,7,4,3,45.9,5,30.1,3,3,3,3,0
10313,45.0,Female,High School,HR,5,7.8,0.5,3371.42,5,9,4,7.0,3,1.0,2,3,3,0,0
10314,42.0,Female,High School,Marketing,2,1.9,1.9,4908.66,4,6,4,36.7,3,5.6,1,3,2,1,0
10315,56.0,Female,Bachelor,IT,1,0.6,0.6,4676.32,10,6,5,43.9,2,12.9,2,1,3,0,1
10316,58.0,Female,High School,IT,3,0.9,0.9,5558.59,8,8,4,15.4,3,2.6,3,5,3,3,0
10317,53.0,Male,Bachelor,IT,2,5.3,2.2,8377.77,8,4,3,44.2,3,6.2,3,2,3,1,1
10318,43.0,Male,Master,HR,2,1.5,1.2,4252.5,5,4,5,34.7,4,9.1,1,1,4,0,1
10319,38.0,Male,High School,Marketing,2,2.5,0.9,5349.9,10,9,2,53.7,4,7.7,1,4,4,0,0
10320,58.0,Female,PhD,Operations,3,4.7,4.1,8676.69,8,5,4,70.6,3,40.6,1,5,3,1,0
10321,43.0,Male,PhD,IT,1,2.5,1.0,5293.82,6,7,3,36.6,4,11.8,6,3,5,1,0
10322,46.0,Male,Bachelor,Legal,2,1.2,0.3,3614.16,10,9,5,22.1,4,5.9,5,3,3,1,1
10323,46.0,Female,Bachelor,Finance,1,3.7,0.8,9242.45,8,5,3,39.0,3,4.0,3,3,3,1,0
10324,50.0,Non-binary,Bachelor,Legal,2,1.5,0.9,5728.65,7,6,3,42.5,4,6.3,2,4,2,3,1
10325,43.0,Female,Bachelor,Engineering,1,1.5,1.5,7490.39,14,7,4,37.5,2,5.2,2,3,3,1,0
10326,31.0,Female,Master,HR,1,0.6,0.2,5662.6,14,5,2,57.0,4,11.1,3,5,5,1,0
10327,28.0,Female,Bachelor,Legal,2,5.5,5.5,2979.39,9,4,4,27.3,4,15.5,1,3,5,0,0
10328,38.0,Female,Bachelor,HR,2,1.3,1.3,3791.09,11,5,4,52.0,2,2.8,3,4,5,1,0
10329,37.0,Male,Master,Engineering,2,1.5,1.5,6419.14,11,4,3,47.0,1,30.4,3,4,4,1,0
10330,29.0,Male,Bachelor,Marketing,1,8.6,5.4,9814.94,4,4,3,60.2,5,4.0,4,4,4,2,0
10331,40.0,Female,Bachelor,Engineering,5,2.3,2.3,2003.6,5,8,5,51.1,3,16.5,1,3,5,0,0
10332,60.0,Female,Master,IT,2,14.1,4.1,2703.03,7,9,3,33.1,4,0.6,1,4,4,1,0
10333,45.0,Female,Master,HR,1,1.6,1.6,3083.88,6,4,5,28.8,5,25.6,2,4,5,0,1
10334,59.0,Male,Master,Operations,2,0.0,0.0,2962.36,4,4,4,26.4,4,19.8,2,2,5,0,0
10335,32.0,Male,Bachelor,HR,3,1.1,1.1,9759.63,6,3,3,24.3,4,10.0,3,2,5,0,0
10336,47.0,Male,High School,Sales,1,2.0,0.2,2584.73,14,7,3,61.9,3,2.7,3,1,3,0,0
10337,45.0,Female,Bachelor,Legal,1,4.4,0.7,3884.21,4,3,3,17.7,3,34.0,4,3,1,2,0
10338,40.0,Female,Bachelor,HR,3,4.5,1.0,10387.595000000001,4,5,3,26.5,2,13.1,2,4,3,1,0
10339,50.0,Female,Master,IT,3,6.3,6.3,9044.58,7,7,3,42.2,5,10.0,2,4,4,0,0
10340,54.0,Female,High School,Engineering,5,0.1,0.1,5036.33,10,6,5,20.8,4,7.0,2,2,3,0,0
10341,22.0,Female,Bachelor,Operations,2,1.0,0.1,5201.7,10,5,3,64.4,3,43.4,8,4,3,0,0
10342,27.0,Female,Bachelor,HR,1,1.3,0.7,5576.69,9,4,3,61.0,4,13.7,1,1,4,3,1
10343,25.0,Female,PhD,Finance,2,9.6,1.5,3608.24,14,6,3,43.8,4,44.45,2,3,4,1,0
10344,40.0,Male,PhD,Legal,3,5.4,0.1,6795.73,10,7,3,67.6,4,5.8,4,4,4,0,0
10345,58.0,Female,Bachelor,Marketing,5,1.4,1.4,3200.96,9,4,4,49.6,4,44.45,0,4,4,0,0
10346,34.0,Male,Bachelor,Legal,1,1.0,1.0,4666.75,9,7,4,31.5,2,4.0,3,4,1,0,0
10347,36.0,Female,Master,Marketing,1,6.1,0.2,5172.34,11,6,1,30.5,5,2.2,4,5,2,2,0
10348,28.0,Male,Master,IT,5,1.4,0.1,3418.51,1,8,3,43.2,3,21.7,1,5,2,0,0
10349,22.0,Female,Bachelor,Legal,2,10.2,1.3,8281.25,7,3,2,50.7,4,5.4,0,3,3,0,0
10350,39.0,Male,High School,Marketing,2,7.2,1.8,6549.14,10,7,2,49.0,3,18.6,4,3,3,2,0
10351,38.0,Male,PhD,Operations,2,3.4,0.1,3456.24,11,6,3,0.0,5,6.1,3,4,3,1,0
10352,49.0,Male,Master,Sales,1,6.6,4.4,5159.16,11,4,3,45.3,4,10.6,3,5,5,0,1
10353,55.0,Female,High School,Marketing,4,1.6,0.1,4581.11,6,3,3,26.2,5,11.1,5,5,4,0,0
10354,38.0,Male,High School,Engineering,2,1.3,0.1,4320.49,7,4,4,51.5,5,16.2,4,3,4,3,1
10355,31.0,Male,High School,Finance,1,1.2,0.1,10086.34,6,7,4,42.7,2,3.6,4,3,4,0,0
10356,55.0,Male,Bachelor,HR,3,5.5,2.8,5424.51,8,7,3,30.6,3,2.1,2,4,3,0,0
10357,47.0,Male,PhD,HR,1,3.1,1.1,6286.04,9,12,2,55.9,5,1.0,0,3,5,0,0
10358,37.0,Male,Bachelor,Legal,5,12.1,1.2,4590.09,7,5,3,41.6,3,4.7,2,4,3,0,0
10359,53.0,Male,Master,Sales,1,1.4,1.4,4892.9,9,5,5,62.1,4,0.6,3,5,2,1,0
10360,54.0,Female,PhD,Legal,3,2.6,1.3,6564.6,8,11,4,51.8,1,8.0,2,1,5,2,1
10361,51.0,Female,PhD,Engineering,2,8.9,7.9,6751.65,11,4,4,0.0,3,4.3,1,5,4,1,1
10362,59.0,Male,Master,Operations,2,11.1,10.6,5333.85,8,7,5,32.7,2,44.45,2,4,4,0,0
10363,23.0,Female,Bachelor,IT,3,13.9,0.9,6705.11,7,6,4,39.2,3,19.9,6,4,2,2,0
10364,56.0,Male,Master,Finance,2,4.1,1.0,4879.57,10,6,3,39.7,1,19.7,1,4,3,2,1
10365,25.0,Male,Master,Sales,2,1.1,1.1,2812.45,9,3,2,56.8,3,3.5,2,1,2,0,0
10366,46.0,Male,Bachelor,Sales,3,0.8,0.8,8153.07,10,2,1,33.6,2,4.0,4,3,2,0,0
10367,59.0,Female,Master,Marketing,3,2.5,0.6,5437.17,5,7,4,66.2,4,10.2,3,4,3,1,0
10368,49.0,Female,Bachelor,Legal,5,3.6,0.3,4009.5,8,5,3,60.9,2,8.6,1,4,4,3,1
10369,34.0,Male,PhD,Engineering,1,2.8,0.6,2717.42,6,6,4,28.3,4,6.4,1,5,5,0,0
10370,43.0,Female,Bachelor,Marketing,1,10.8,0.8,7454.14,7,8,3,24.2,2,8.8,1,4,4,0,0
10371,52.0,Male,High School,Sales,1,3.1,0.3,4755.83,6,9,2,29.1,4,0.7,2,1,4,0,0
10372,25.0,Female,High School,Engineering,1,1.8,0.9,2677.37,14,7,3,40.9,1,15.9,1,5,3,0,0
10373,29.0,Male,PhD,HR,1,6.7,0.2,4114.39,9,3,3,51.1,3,2.5,4,4,3,0,0
10374,58.0,Male,PhD,Sales,1,16.6,3.3,10231.83,7,4,3,56.5,4,9.4,3,4,3,0,1
10375,33.0,Male,Master,Finance,1,4.5,0.7,3790.29,11,5,3,68.5,2,2.7,5,2,4,1,1
10376,22.0,Female,Bachelor,Operations,1,18.3,0.1,7681.17,7,5,5,49.2,3,21.2,2,3,5,0,0
10377,50.0,Male,PhD,Legal,1,7.1,2.3,5356.87,5,9,4,46.3,3,17.5,1,3,4,1,0
10378,25.0,Male,Master,Sales,4,8.2,2.7,3958.55,3,8,3,60.5,2,18.3,3,4,3,2,0
10379,47.0,Male,Bachelor,Engineering,4,6.6,2.0,3652.43,7,2,3,50.1,5,38.6,4,4,4,1,0
10380,57.0,Male,Master,IT,3,12.9,0.4,5528.99,5,4,4,41.4,1,6.8,2,3,3,1,0
10381,41.0,Female,Bachelor,IT,4,1.7,1.7,6404.76,5,6,3,41.2,3,28.0,2,3,3,0,0
10382,56.0,Male,PhD,Legal,2,0.1,0.1,7756.91,7,6,4,36.0,2,15.1,2,3,2,1,0
10383,48.0,Male,Bachelor,HR,1,3.7,3.7,3655.45,8,4,2,30.1,4,14.6,2,2,5,0,0
10384,34.0,Female,Master,Operations,3,4.1,2.8,6632.64,8,6,1,19.3,3,43.3,4,3,4,3,0
10385,30.0,Male,Bachelor,Finance,4,3.6,3.6,4868.8,10,4,4,34.2,2,1.0,2,4,4,0,1
10386,43.0,Male,Bachelor,HR,1,13.2,0.7,6097.72,5,7,3,0.0,1,10.6,0,5,4,1,0
10387,48.0,Female,Bachelor,HR,4,6.2,0.9,5694.67,7,7,3,21.3,4,6.1,3,3,3,1,0
10388,52.0,Female,PhD,Legal,5,0.6,0.2,4979.86,10,8,4,50.0,3,0.3,3,4,4,0,0
10389,36.0,Male,Bachelor,Engineering,5,0.9,0.9,8643.71,4,2,4,33.9,3,4.9,1,1,4,3,0
10390,45.0,Female,High School,Marketing,2,0.8,0.8,3152.52,8,5,3,49.0,4,3.9,2,1,5,0,0
10391,57.0,Male,Master,Sales,4,0.9,0.9,4550.67,11,5,3,44.9,3,0.1,3,5,3,1,0
10392,46.0,Male,PhD,Finance,2,3.0,2.5,5323.09,7,7,4,38.2,3,11.9,3,3,5,2,0
10393,37.0,Female,Master,Finance,4,6.8,1.8,4175.71,3,7,2,55.4,3,35.4,5,4,2,1,1
10394,27.0,Female,Master,Engineering,1,2.1,1.4,9473.48,7,6,2,64.7,4,35.0,4,4,3,0,0
10395,40.0,Female,High School,Engineering,2,0.6,0.6,6783.3,9,4,4,40.3,4,20.4,0,4,4,0,0
10396,30.0,Female,Master,Marketing,3,3.8,1.5,10387.595000000001,8,7,2,32.7,4,3.7,5,2,3,1,0
10397,47.0,Female,Master,Marketing,5,6.9,0.2,4139.76,6,5,2,56.5,1,2.6,0,4,2,2,1
10398,23.0,Female,Bachelor,Engineering,2,2.7,2.7,2878.25,9,5,4,46.8,2,40.9,1,5,3,0,0
10399,53.0,Male,Bachelor,Sales,2,0.4,0.4,5555.91,7,9,4,42.2,2,10.2,1,3,3,1,0
10400,59.0,Female,Bachelor,Operations,3,6.3,4.6,6445.29,7,4,3,51.2,3,6.4,4,5,1,0,0
10401,57.0,Female,Master,HR,1,5.7,1.4,4720.46,12,13,2,58.0,3,11.3,2,2,4,2,0
10402,43.0,Male,High School,Legal,1,6.6,2.2,4012.35,6,8,2,27.3,5,3.0,1,3,3,2,0
10403,42.0,Male,Master,Sales,2,10.5,1.6,2171.81,17,4,3,45.5,3,7.2,4,4,3,1,0
10404,48.0,Female,Bachelor,IT,2,11.2,0.3,3882.81,4,5,4,48.6,4,14.0,2,3,2,2,0
10405,34.0,Female,Master,Legal,1,0.1,0.1,5718.93,12,4,2,42.7,5,1.1,2,4,4,0,0
10406,55.0,Male,High School,HR,3,1.8,1.8,5763.5,6,5,4,23.0,2,44.45,5,2,5,2,0
10407,47.0,Female,Master,Finance,5,6.3,6.3,4985.87,6,8,3,36.2,3,14.9,1,3,4,2,0
10408,46.0,Female,Bachelor,Engineering,4,11.5,5.4,4942.91,6,3,2,21.9,5,4.0,1,4,2,1,0
10409,31.0,Female,High School,Finance,2,2.9,0.1,8790.46,3,9,3,10.4,3,17.1,5,4,5,1,0
10410,29.0,Female,Bachelor,Operations,2,0.1,0.1,1717.23,8,8,4,42.0,3,0.2,3,3,4,2,1
10411,29.0,Male,Bachelor,Legal,2,14.3,7.1,2689.83,7,4,3,38.1,4,1.2,4,5,5,2,0
10412,37.0,Female,PhD,Engineering,2,3.6,2.7,2917.82,9,5,3,41.0,3,14.1,2,4,4,3,0
10413,35.0,Male,Master,Marketing,3,0.1,0.1,1602.84,15,3,3,17.8,4,11.9,1,4,4,0,0
10414,60.0,Male,Master,Marketing,2,3.0,2.6,9410.83,3,6,4,29.2,5,2.4,2,4,3,2,0
10415,56.0,Female,Bachelor,Legal,1,8.8,0.4,8151.42,12,4,3,33.8,3,18.0,3,4,5,0,0
10416,42.0,Male,Master,HR,3,3.5,3.5,4200.48,8,9,3,15.0,3,20.5,4,1,3,0,0
10417,23.0,Male,High School,Legal,2,17.9,8.2,3973.26,9,7,3,45.4,5,44.45,1,5,4,1,0
10418,27.0,Male,PhD,Legal,5,6.4,1.8,4908.29,8,4,4,38.4,4,29.0,1,4,3,3,0
10419,48.0,Female,PhD,Operations,1,0.8,0.8,2798.7,13,4,3,64.9,2,2.6,1,4,3,0,0
10420,30.0,Male,High School,Engineering,1,2.8,2.8,6597.63,4,8,4,47.4,4,0.8,2,2,4,2,0
